user_id,lifecycle_stage,days_since_signup,age_band,region,sessions_last_7d,exercises_completed_7d,streak_current,coins_balance,feature_ai_tutor_used,feature_leaderboard_viewed,feature_progress_checked,preferred_hour,notif_open_rate_30d,motivation_score,activeness_score,gamification_score,engagement_depth,churn_risk,churn_prob_score,cluster_id,segment_name
SYN_00645,trial,1,35-44,tier1,11,7,2,65.85,0,1,0,2,0.287,0.88,0.353,0.382,0.307,high,0.0,0,Moderately Active Users
SYN_00646,trial,0,25-34,tier2,2,2,1,21.6,0,1,1,8,0.467,0.9,0.142,0.352,0.543,high,0.0325,0,Moderately Active Users
SYN_00647,paid,138,18-24,tier1,13,17,20,331.72,1,1,1,15,0.374,0.52,0.668,0.646,0.875,low,0.0,0,Moderately Active Users
SYN_00648,churned,134,18-24,tier2,2,2,1,9.51,0,0,0,20,0.084,0.39,0.084,0.094,0.017,critical,0.7534,1,Low Activity Users
SYN_00649,paid,18,18-24,tier1,12,6,14,145.11,1,1,1,16,0.484,0.72,0.463,0.525,0.897,medium,0.0,0,Moderately Active Users
SYN_00650,paid,13,18-24,tier2,13,4,14,192.47,1,1,1,18,0.568,0.73,0.463,0.55,0.914,medium,0.0,0,Moderately Active Users
SYN_00651,inactive,66,35-44,tier1,2,1,0,17.9,0,0,0,13,0.032,0.24,0.055,0.057,0.006,critical,0.9975,1,Low Activity Users
SYN_00652,trial,0,18-24,tier1,10,5,1,66.62,0,1,1,9,0.349,0.7,0.309,0.335,0.52,high,0.0001,0,Moderately Active Users
SYN_00653,trial,0,18-24,tier1,5,5,0,83.68,0,1,0,20,0.213,0.96,0.194,0.384,0.293,high,0.0105,0,Moderately Active Users
SYN_00654,inactive,39,35-44,tier3,1,0,0,28.87,0,0,0,22,0.032,0.24,0.022,0.062,0.006,critical,0.9998,1,Low Activity Users
SYN_00655,trial,3,18-24,tier1,11,1,4,0.0,1,0,1,16,0.291,0.76,0.277,0.197,0.608,high,0.0008,0,Moderately Active Users
SYN_00656,trial,8,18-24,tier1,4,1,0,24.03,0,0,1,8,0.511,0.87,0.162,0.186,0.302,high,0.032,0,Moderately Active Users
SYN_00657,trial,0,35-44,tier2,8,6,0,7.48,0,0,1,18,0.346,0.64,0.282,0.132,0.269,high,0.0015,0,Moderately Active Users
SYN_00658,paid,11,25-34,tier2,14,6,12,448.88,0,1,1,8,0.348,0.89,0.465,0.688,0.52,medium,0.0,0,Moderately Active Users
SYN_00659,trial,0,18-24,tier1,12,5,1,31.22,0,1,1,20,0.295,0.79,0.336,0.335,0.509,high,0.0,0,Moderately Active Users
SYN_00660,trial,5,18-24,tier1,7,5,2,24.81,0,1,1,20,0.347,0.66,0.262,0.317,0.519,high,0.0009,0,Moderately Active Users
SYN_00661,inactive,0,35-44,tier3,1,0,0,27.47,0,0,0,5,0.077,0.12,0.029,0.038,0.015,critical,1.0,1,Low Activity Users
SYN_00662,paid,131,18-24,tier1,8,3,8,101.72,1,1,1,19,0.417,0.69,0.299,0.429,0.883,medium,0.0,0,Moderately Active Users
SYN_00663,paid,36,18-24,tier1,7,7,2,198.93,0,1,1,17,0.55,0.72,0.323,0.416,0.56,medium,0.0,0,Moderately Active Users
SYN_00664,paid,63,18-24,tier3,8,7,19,200.33,1,1,1,21,0.531,0.81,0.447,0.627,0.906,medium,0.0,0,Moderately Active Users
SYN_00665,paid,84,18-24,tier1,9,7,14,231.62,1,1,1,21,0.598,0.81,0.443,0.586,0.92,medium,0.0,0,Moderately Active Users
SYN_00666,churned,100,18-24,tier1,1,0,0,1.01,0,1,0,23,0.013,0.19,0.019,0.189,0.253,critical,0.9966,1,Low Activity Users
SYN_00667,trial,13,18-24,tier1,10,9,2,135.87,0,0,0,22,0.506,0.84,0.399,0.259,0.101,medium,0.0,0,Moderately Active Users
SYN_00668,inactive,28,35-44,tier3,1,0,0,12.63,1,0,0,7,0.053,0.11,0.025,0.028,0.361,critical,0.9999,1,Low Activity Users
SYN_00669,trial,17,25-34,tier2,10,9,5,96.38,0,1,1,12,0.365,0.48,0.397,0.351,0.523,medium,0.0,0,Moderately Active Users
SYN_00670,trial,9,18-24,tier1,5,6,1,77.98,1,0,1,22,0.279,0.78,0.226,0.206,0.606,high,0.0021,0,Moderately Active Users
SYN_00671,paid,26,25-34,tier3,5,14,15,395.62,0,1,1,8,0.408,0.99,0.455,0.715,0.532,medium,0.0,0,Moderately Active Users
SYN_00672,paid,30,18-24,tier1,8,9,20,93.11,1,1,1,12,0.461,0.73,0.473,0.568,0.892,medium,0.0,0,Moderately Active Users
SYN_00673,paid,0,18-24,tier1,11,5,1,79.42,0,0,1,19,0.549,0.77,0.356,0.205,0.31,high,0.0,0,Moderately Active Users
SYN_00674,paid,84,18-24,tier1,10,11,2,269.97,1,1,1,13,0.506,0.8,0.429,0.468,0.901,low,0.0,0,Moderately Active Users
SYN_00675,paid,83,18-24,tier2,20,11,16,364.3,0,1,1,20,0.295,0.64,0.662,0.641,0.509,low,0.0,0,Moderately Active Users
SYN_00676,paid,52,18-24,tier1,11,12,12,444.41,0,1,1,19,0.327,0.68,0.499,0.644,0.515,low,0.0,0,Moderately Active Users
SYN_00677,inactive,56,35-44,tier3,1,1,2,8.75,0,0,0,11,0.008,0.16,0.047,0.059,0.002,critical,0.9995,1,Low Activity Users
SYN_00678,trial,0,18-24,tier1,6,11,1,131.13,0,1,1,19,0.507,0.85,0.353,0.397,0.551,medium,0.0,0,Moderately Active Users
SYN_00679,paid,21,25-34,tier1,7,6,22,147.52,1,1,1,17,0.469,0.77,0.425,0.626,0.894,medium,0.0,0,Moderately Active Users
SYN_00680,paid,77,35-44,tier3,7,13,20,409.55,0,1,1,7,0.464,0.83,0.516,0.747,0.543,low,0.0,0,Moderately Active Users
SYN_00681,trial,0,18-24,tier1,6,10,1,134.85,0,0,1,22,0.478,0.78,0.333,0.235,0.296,high,0.0,0,Moderately Active Users
SYN_00682,paid,0,35-44,tier1,6,4,1,76.3,1,1,1,6,0.396,0.67,0.231,0.333,0.879,high,0.0016,0,Moderately Active Users
SYN_00683,paid,77,25-34,tier1,9,12,13,206.89,1,0,1,18,0.449,0.74,0.489,0.398,0.64,medium,0.0,0,Moderately Active Users
SYN_00684,paid,52,18-24,tier1,11,11,6,413.85,0,0,1,19,0.348,0.53,0.448,0.381,0.27,medium,0.0,0,Moderately Active Users
SYN_00685,paid,23,18-24,tier1,13,18,10,411.48,1,1,1,19,0.614,0.82,0.654,0.633,0.923,low,0.0,0,Moderately Active Users
SYN_00686,paid,28,35-44,tier3,13,9,18,345.02,1,1,1,13,0.258,0.6,0.517,0.646,0.852,medium,0.0,0,Moderately Active Users
SYN_00687,paid,20,18-24,tier1,6,17,18,334.84,1,1,1,6,0.443,0.94,0.543,0.709,0.889,low,0.0,0,Moderately Active Users
SYN_00688,inactive,57,18-24,tier3,0,0,1,35.59,0,1,0,7,0.088,0.21,0.02,0.221,0.268,critical,0.999,1,Low Activity Users
SYN_00689,churned,94,18-24,tier1,1,1,0,24.42,0,0,0,19,0.072,0.3,0.043,0.072,0.014,critical,0.9928,1,Low Activity Users
SYN_00690,churned,106,18-24,tier1,3,1,0,27.63,0,0,1,22,0.049,0.12,0.075,0.038,0.21,critical,0.9315,1,Low Activity Users
SYN_00691,inactive,26,18-24,tier1,0,1,0,35.03,0,0,0,14,0.035,0.11,0.02,0.04,0.007,critical,0.9999,1,Low Activity Users
SYN_00692,churned,40,18-24,tier1,0,1,1,24.56,0,0,0,10,0.142,0.38,0.043,0.1,0.028,critical,0.9984,1,Low Activity Users
SYN_00693,paid,69,25-34,tier2,8,10,12,323.35,0,1,1,17,0.49,0.67,0.441,0.581,0.548,medium,0.0,0,Moderately Active Users
SYN_00694,paid,59,25-34,tier3,21,14,15,248.68,1,1,1,18,0.296,0.61,0.701,0.566,0.859,low,0.0,0,Moderately Active Users
SYN_00695,trial,0,25-34,tier2,8,11,1,75.35,0,1,0,10,0.47,0.43,0.382,0.285,0.344,high,0.0001,0,Moderately Active Users
SYN_00696,trial,155,35-44,tier3,1,1,1,16.04,0,0,0,8,0.056,0.2,0.047,0.059,0.011,critical,0.9648,1,Low Activity Users
SYN_00697,churned,97,18-24,tier1,2,0,0,52.65,0,0,0,22,0.029,0.18,0.039,0.062,0.006,critical,0.9969,1,Low Activity Users
SYN_00698,paid,37,18-24,tier1,8,12,19,387.08,1,1,1,10,0.297,0.6,0.487,0.678,0.859,medium,0.0,0,Moderately Active Users
SYN_00699,paid,81,25-34,tier2,9,3,10,123.78,0,1,1,18,0.332,0.69,0.317,0.463,0.516,medium,0.0,0,Moderately Active Users
SYN_00700,trial,0,35-44,tier1,8,6,1,80.35,0,1,1,12,0.353,0.74,0.289,0.349,0.521,high,0.0001,0,Moderately Active Users
SYN_00701,trial,11,18-24,tier2,6,7,2,70.65,0,0,1,16,0.381,0.81,0.28,0.22,0.276,high,0.0002,0,Moderately Active Users
SYN_00702,trial,0,25-34,tier2,3,2,1,41.51,0,1,1,7,0.5,0.89,0.164,0.36,0.55,high,0.0115,0,Moderately Active Users
SYN_00703,churned,105,18-24,tier1,2,0,0,41.81,0,0,0,23,0.01,0.13,0.036,0.047,0.002,critical,0.9976,1,Low Activity Users
SYN_00704,paid,60,35-44,tier3,7,13,19,409.43,0,1,1,7,0.481,0.81,0.512,0.731,0.546,low,0.0,0,Moderately Active Users
SYN_00705,paid,74,18-24,tier1,9,17,13,508.42,1,1,1,22,0.443,0.96,0.563,0.743,0.889,low,0.0,0,Moderately Active Users
SYN_00706,trial,0,18-24,tier1,5,6,1,43.95,0,1,0,11,0.302,0.48,0.229,0.279,0.31,high,0.0817,1,Low Activity Users
SYN_00707,paid,25,25-34,tier2,13,15,26,414.51,1,1,1,21,0.451,0.8,0.688,0.811,0.89,low,0.0,0,Moderately Active Users
SYN_00708,trial,18,18-24,tier1,8,1,6,0.0,0,1,0,23,0.322,0.83,0.242,0.384,0.314,high,0.0047,0,Moderately Active Users
SYN_00709,trial,0,25-34,tier2,4,9,1,103.02,0,0,0,19,0.316,0.73,0.259,0.209,0.063,high,0.0075,1,Low Activity Users
SYN_00710,trial,9,35-44,tier1,9,6,1,69.65,0,0,1,7,0.264,0.84,0.294,0.214,0.253,high,0.0001,0,Moderately Active Users
SYN_00711,trial,8,25-34,tier2,6,3,1,22.17,0,0,1,11,0.334,0.9,0.207,0.202,0.267,high,0.0049,0,Moderately Active Users
SYN_00712,paid,86,18-24,tier2,10,6,9,216.04,0,1,1,16,0.45,0.57,0.391,0.474,0.54,medium,0.0,0,Moderately Active Users
SYN_00713,paid,22,35-44,tier1,16,8,18,354.39,1,1,1,14,0.342,0.57,0.567,0.644,0.868,low,0.0,0,Moderately Active Users
SYN_00714,paid,79,35-44,tier3,11,8,23,256.2,1,1,1,21,0.591,0.75,0.55,0.688,0.918,low,0.0,0,Moderately Active Users
SYN_00715,paid,55,35-44,tier1,5,10,21,268.1,0,1,1,5,0.458,0.85,0.442,0.691,0.542,medium,0.0,0,Moderately Active Users
SYN_00716,paid,36,25-34,tier1,11,19,9,347.22,0,1,1,21,0.551,0.87,0.618,0.599,0.56,low,0.0,0,Moderately Active Users
SYN_00717,paid,117,18-24,tier3,12,8,1,352.34,0,1,1,14,0.52,0.7,0.414,0.477,0.554,low,0.0,0,Moderately Active Users
SYN_00718,trial,9,25-34,tier1,7,7,1,35.6,0,0,1,17,0.44,0.7,0.3,0.169,0.288,high,0.0003,0,Moderately Active Users
SYN_00719,paid,78,25-34,tier1,9,10,18,354.27,0,1,1,22,0.281,0.52,0.466,0.634,0.506,medium,0.0,0,Moderately Active Users
SYN_00720,trial,6,25-34,tier2,10,2,4,12.93,0,0,1,14,0.309,0.52,0.277,0.156,0.262,high,0.0057,0,Moderately Active Users
SYN_00721,paid,26,35-44,tier3,14,10,15,272.76,0,1,1,14,0.343,0.64,0.543,0.584,0.519,low,0.0,0,Moderately Active Users
SYN_00722,trial,17,18-24,tier1,6,9,4,121.89,0,1,0,22,0.5,0.87,0.341,0.43,0.35,high,0.0,0,Moderately Active Users
SYN_00723,paid,67,35-44,tier1,8,17,15,538.33,1,1,1,19,0.4,0.89,0.552,0.767,0.88,low,0.0,0,Moderately Active Users
SYN_00724,paid,3,35-44,tier3,11,13,1,406.48,0,1,1,18,0.434,0.59,0.459,0.483,0.537,medium,0.0,0,Moderately Active Users
SYN_00725,paid,22,35-44,tier3,13,14,5,370.3,0,1,1,19,0.485,0.56,0.543,0.504,0.547,low,0.0,0,Moderately Active Users
SYN_00726,inactive,40,18-24,tier1,0,0,1,4.39,0,0,0,9,0.02,0.23,0.009,0.059,0.004,critical,0.9999,1,Low Activity Users
SYN_00727,trial,16,18-24,tier1,10,6,1,40.45,0,0,1,16,0.415,0.67,0.334,0.166,0.283,high,0.0001,0,Moderately Active Users
SYN_00728,churned,70,18-24,tier1,0,1,0,0.0,0,0,0,12,0.122,0.35,0.033,0.07,0.024,critical,0.9975,1,Low Activity Users
SYN_00729,inactive,55,18-24,tier3,2,1,0,6.47,0,0,0,6,0.062,0.15,0.059,0.033,0.012,critical,0.999,1,Low Activity Users
SYN_00730,paid,89,18-24,tier1,9,16,9,521.18,1,1,1,21,0.423,0.97,0.519,0.706,0.885,low,0.0,0,Moderately Active Users
SYN_00731,inactive,81,18-24,tier1,0,2,1,8.86,0,0,0,23,0.023,0.11,0.04,0.038,0.005,critical,0.9992,1,Low Activity Users
SYN_00732,paid,41,35-44,tier3,12,15,2,403.2,0,1,1,18,0.465,0.63,0.518,0.5,0.543,low,0.0,0,Moderately Active Users
SYN_00733,trial,33,25-34,tier2,7,11,4,68.78,0,0,1,10,0.473,0.51,0.384,0.182,0.295,medium,0.0,0,Moderately Active Users
SYN_00734,trial,0,18-24,tier2,11,9,1,91.04,0,1,1,9,0.335,0.5,0.384,0.307,0.517,medium,0.0,0,Moderately Active Users
SYN_00735,paid,0,25-34,tier1,17,9,1,367.49,1,1,1,10,0.392,0.81,0.498,0.507,0.878,low,0.0,0,Moderately Active Users
SYN_00736,trial,29,35-44,tier1,6,5,2,59.64,0,1,1,8,0.385,0.53,0.251,0.308,0.527,high,0.0012,0,Moderately Active Users
SYN_00737,paid,120,25-34,tier2,4,16,24,414.51,1,1,1,7,0.289,0.63,0.508,0.754,0.858,low,0.0,0,Moderately Active Users
SYN_00738,churned,126,18-24,tier1,2,0,0,50.58,0,0,0,23,0.058,0.14,0.044,0.053,0.012,critical,0.9912,1,Low Activity Users
SYN_00739,churned,158,18-24,tier1,0,2,1,23.87,0,0,0,23,0.127,0.27,0.056,0.077,0.025,critical,0.897,1,Low Activity Users
SYN_00740,churned,46,25-34,tier2,0,0,1,0.0,0,0,1,12,0.121,0.41,0.025,0.093,0.224,critical,0.9944,1,Low Activity Users
SYN_00741,paid,73,25-34,tier2,8,16,16,263.81,0,1,1,16,0.469,0.66,0.554,0.595,0.544,low,0.0,0,Moderately Active Users
SYN_00742,paid,23,35-44,tier3,10,13,18,341.47,1,1,1,14,0.347,0.63,0.538,0.65,0.869,low,0.0,0,Moderately Active Users
SYN_00743,trial,0,25-34,tier1,11,3,1,21.46,0,0,1,12,0.388,0.59,0.302,0.14,0.278,high,0.0009,0,Moderately Active Users
SYN_00744,inactive,40,35-44,tier3,1,1,0,33.91,0,1,0,22,0.095,0.25,0.047,0.217,0.269,critical,0.9976,1,Low Activity Users
SYN_00745,churned,129,25-34,tier2,0,0,0,5.8,0,0,1,17,0.123,0.34,0.018,0.071,0.225,critical,0.9354,1,Low Activity Users
SYN_00746,paid,89,18-24,tier2,7,7,24,226.94,1,1,1,21,0.578,0.82,0.469,0.698,0.916,low,0.0,0,Moderately Active Users
SYN_00747,paid,94,25-34,tier2,14,9,13,402.74,0,1,1,16,0.238,0.56,0.5,0.61,0.498,low,0.0,0,Moderately Active Users
SYN_00748,paid,35,18-24,tier1,11,11,11,384.56,0,1,1,19,0.372,0.53,0.484,0.572,0.524,medium,0.0,0,Moderately Active Users
SYN_00749,paid,64,18-24,tier3,8,8,17,238.9,0,0,1,19,0.6,0.78,0.46,0.467,0.32,medium,0.0,0,Moderately Active Users
SYN_00750,paid,10,18-24,tier1,9,15,11,508.24,1,1,1,16,0.508,0.5,0.53,0.628,0.902,low,0.0,0,Moderately Active Users
SYN_00751,paid,117,18-24,tier1,8,5,15,124.32,1,1,1,17,0.387,0.7,0.37,0.522,0.877,medium,0.0,0,Moderately Active Users
SYN_00752,trial,35,35-44,tier2,4,8,2,57.29,0,0,1,21,0.234,0.7,0.238,0.191,0.247,high,0.0017,1,Low Activity Users
SYN_00753,trial,6,18-24,tier1,7,5,2,59.08,1,1,1,10,0.272,0.83,0.251,0.368,0.854,high,0.0002,0,Moderately Active Users
SYN_00754,churned,121,18-24,tier1,2,0,0,29.63,0,0,0,22,0.062,0.12,0.044,0.039,0.012,critical,0.9943,1,Low Activity Users
SYN_00755,trial,0,18-24,tier1,6,6,1,41.55,0,1,1,10,0.323,0.56,0.25,0.294,0.515,high,0.0033,0,Moderately Active Users
SYN_00756,paid,20,18-24,tier1,6,6,19,162.75,0,1,1,17,0.528,0.7,0.397,0.586,0.556,medium,0.0,0,Moderately Active Users
SYN_00757,trial,0,25-34,tier2,4,4,1,32.95,0,0,1,11,0.215,0.79,0.169,0.186,0.243,high,0.0758,1,Low Activity Users
SYN_00758,paid,70,18-24,tier1,19,11,17,175.57,1,1,1,20,0.241,0.65,0.643,0.56,0.848,low,0.0,0,Moderately Active Users
SYN_00759,paid,32,25-34,tier1,7,4,5,226.88,0,1,1,17,0.517,0.69,0.292,0.458,0.553,high,0.0,0,Moderately Active Users
SYN_00760,trial,1,35-44,tier3,2,5,2,36.45,0,1,1,11,0.305,0.65,0.169,0.321,0.511,high,0.064,0,Moderately Active Users
SYN_00761,inactive,41,18-24,tier1,0,0,0,36.89,0,0,0,11,0.004,0.12,0.001,0.042,0.001,critical,1.0,1,Low Activity Users
SYN_00762,trial,0,25-34,tier3,5,8,0,93.72,0,0,0,19,0.237,0.78,0.243,0.203,0.047,high,0.0114,1,Low Activity Users
SYN_00763,trial,0,18-24,tier1,8,10,1,130.88,0,0,0,19,0.448,0.79,0.364,0.235,0.09,high,0.0,0,Moderately Active Users
SYN_00764,trial,4,18-24,tier1,11,2,5,0.0,1,1,0,16,0.336,0.78,0.305,0.362,0.667,high,0.0004,0,Moderately Active Users
SYN_00765,inactive,85,18-24,tier1,2,1,0,6.67,0,0,0,23,0.035,0.08,0.055,0.019,0.007,critical,0.9985,1,Low Activity Users
SYN_00766,inactive,61,35-44,tier3,1,1,0,26.91,0,0,0,10,0.048,0.15,0.04,0.043,0.01,critical,0.9994,1,Low Activity Users
SYN_00767,inactive,102,18-24,tier1,0,0,0,23.36,0,0,0,23,0.008,0.12,0.001,0.036,0.002,critical,0.9996,1,Low Activity Users
SYN_00768,inactive,74,18-24,tier3,0,0,0,20.06,0,0,0,20,0.078,0.05,0.012,0.02,0.016,critical,0.9999,1,Low Activity Users
SYN_00769,paid,5,35-44,tier3,11,13,4,347.61,1,1,1,15,0.463,0.64,0.483,0.497,0.893,medium,0.0,0,Moderately Active Users
SYN_00770,paid,67,18-24,tier3,9,10,18,264.15,1,1,1,20,0.58,0.76,0.511,0.637,0.916,low,0.0,0,Moderately Active Users
SYN_00771,paid,136,25-34,tier2,4,16,22,414.33,0,1,1,7,0.322,0.67,0.5,0.74,0.514,low,0.0,0,Moderately Active Users
SYN_00772,paid,73,18-24,tier1,9,6,21,158.53,0,1,1,23,0.422,0.55,0.446,0.576,0.534,medium,0.0,0,Moderately Active Users
SYN_00773,paid,48,18-24,tier3,6,16,4,508.6,0,1,1,19,0.38,0.78,0.428,0.605,0.526,medium,0.0,0,Moderately Active Users
SYN_00774,paid,13,18-24,tier1,12,3,14,120.48,0,1,1,21,0.512,0.72,0.422,0.512,0.552,medium,0.0,0,Moderately Active Users
SYN_00775,churned,106,25-34,tier2,3,0,0,11.84,0,0,0,10,0.129,0.39,0.072,0.084,0.026,critical,0.931,1,Low Activity Users
SYN_00776,paid,0,18-24,tier1,11,6,1,176.3,1,1,1,21,0.566,0.69,0.374,0.387,0.913,medium,0.0,0,Moderately Active Users
SYN_00777,trial,6,18-24,tier1,10,1,5,4.44,0,1,1,16,0.255,0.8,0.261,0.369,0.501,high,0.0007,0,Moderately Active Users
SYN_00778,churned,98,18-24,tier1,0,0,0,44.62,0,0,0,23,0.066,0.31,0.01,0.084,0.013,critical,0.9977,1,Low Activity Users
SYN_00779,paid,19,35-44,tier1,11,9,20,199.6,0,0,1,21,0.444,0.65,0.523,0.456,0.289,medium,0.0,0,Moderately Active Users
SYN_00780,trial,0,18-24,tier2,5,6,1,59.83,1,1,0,12,0.33,0.74,0.233,0.339,0.666,high,0.006,0,Moderately Active Users
SYN_00781,trial,0,18-24,tier2,13,2,1,13.45,0,0,1,13,0.421,0.5,0.327,0.118,0.284,high,0.0006,0,Moderately Active Users
SYN_00782,paid,93,35-44,tier1,6,9,3,327.03,1,1,1,22,0.424,0.63,0.323,0.473,0.885,medium,0.0,0,Moderately Active Users
SYN_00783,paid,102,18-24,tier1,7,12,3,347.22,1,1,1,18,0.425,0.69,0.386,0.495,0.885,medium,0.0,0,Moderately Active Users
SYN_00784,paid,7,18-24,tier1,11,17,8,396.26,1,1,1,21,0.524,0.92,0.578,0.622,0.905,low,0.0,0,Moderately Active Users
SYN_00785,paid,101,25-34,tier2,9,17,24,403.82,0,0,1,19,0.254,0.55,0.605,0.583,0.251,low,0.0,0,Moderately Active Users
SYN_00786,churned,156,18-24,tier1,3,2,1,38.73,0,0,0,23,0.131,0.3,0.109,0.091,0.026,high,0.4066,1,Low Activity Users
SYN_00787,churned,105,25-34,tier2,0,0,0,31.48,0,0,0,7,0.126,0.41,0.019,0.098,0.025,critical,0.9909,1,Low Activity Users
SYN_00788,inactive,62,35-44,tier3,0,0,1,9.64,0,0,0,11,0.023,0.23,0.01,0.062,0.005,critical,0.9998,1,Low Activity Users
SYN_00789,paid,49,18-24,tier1,7,12,5,520.84,1,1,1,18,0.367,0.65,0.39,0.597,0.873,medium,0.0,0,Moderately Active Users
SYN_00790,paid,83,18-24,tier1,6,18,13,541.65,1,1,1,21,0.443,0.93,0.525,0.754,0.889,low,0.0,0,Moderately Active Users
SYN_00791,inactive,65,35-44,tier3,0,3,0,52.44,0,0,0,8,0.084,0.22,0.058,0.07,0.017,critical,0.9968,1,Low Activity Users
SYN_00792,paid,40,18-24,tier1,12,13,22,338.98,1,0,1,9,0.328,0.69,0.596,0.556,0.616,low,0.0,0,Moderately Active Users
SYN_00793,trial,0,18-24,tier1,7,10,1,161.77,1,0,1,20,0.517,0.75,0.357,0.242,0.653,medium,0.0,0,Moderately Active Users
SYN_00794,paid,71,35-44,tier3,8,7,21,248.28,1,1,1,20,0.589,0.73,0.469,0.657,0.918,medium,0.0,0,Moderately Active Users
SYN_00795,paid,22,35-44,tier3,14,10,17,382.13,1,0,1,16,0.36,0.67,0.559,0.517,0.622,low,0.0,0,Moderately Active Users
SYN_00796,trial,33,18-24,tier1,6,6,2,51.09,0,0,1,9,0.408,0.45,0.269,0.138,0.282,high,0.0025,1,Low Activity Users
SYN_00797,paid,36,18-24,tier1,6,8,22,152.93,1,1,1,19,0.48,0.79,0.439,0.633,0.896,medium,0.0,0,Moderately Active Users
SYN_00798,paid,68,18-24,tier1,6,9,5,314.26,1,0,1,19,0.4,0.68,0.332,0.35,0.63,medium,0.0,0,Moderately Active Users
SYN_00799,trial,0,25-34,tier2,9,9,1,79.71,0,0,1,10,0.413,0.48,0.361,0.147,0.283,high,0.0001,0,Moderately Active Users
SYN_00800,trial,188,35-44,tier2,3,1,0,42.16,0,1,0,6,0.035,0.2,0.073,0.211,0.257,high,0.4119,1,Low Activity Users
SYN_00801,churned,87,18-24,tier2,3,1,0,35.58,0,0,0,17,0.036,0.23,0.073,0.064,0.007,critical,0.9877,1,Low Activity Users
SYN_00802,paid,110,18-24,tier1,9,4,7,202.93,1,1,1,18,0.379,0.55,0.32,0.44,0.876,medium,0.0,0,Moderately Active Users
SYN_00803,trial,0,18-24,tier1,3,7,1,88.84,0,1,1,18,0.207,0.84,0.195,0.374,0.491,high,0.0041,0,Moderately Active Users
SYN_00804,churned,104,18-24,tier2,0,0,0,32.48,0,0,0,6,0.11,0.44,0.016,0.104,0.022,critical,0.9904,1,Low Activity Users
SYN_00805,churned,52,18-24,tier1,0,0,0,11.71,0,0,0,11,0.16,0.44,0.024,0.094,0.032,critical,0.9982,1,Low Activity Users
SYN_00806,trial,0,25-34,tier2,10,10,1,58.75,0,1,1,10,0.495,0.5,0.406,0.291,0.549,medium,0.0,0,Moderately Active Users
SYN_00807,paid,74,25-34,tier2,8,11,16,252.57,0,1,1,20,0.445,0.7,0.475,0.597,0.539,medium,0.0,0,Moderately Active Users
SYN_00808,churned,84,18-24,tier2,0,0,1,63.83,0,1,0,21,0.104,0.22,0.022,0.237,0.271,critical,0.9962,1,Low Activity Users
SYN_00809,churned,131,25-34,tier2,1,2,1,0.0,0,0,1,18,0.16,0.36,0.078,0.083,0.232,high,0.471,1,Low Activity Users
SYN_00810,paid,33,18-24,tier1,5,2,4,163.79,1,1,1,20,0.501,0.72,0.218,0.421,0.9,high,0.0004,0,Moderately Active Users
SYN_00811,paid,66,25-34,tier3,6,13,16,414.36,0,1,1,5,0.521,0.88,0.481,0.714,0.554,low,0.0,0,Moderately Active Users
SYN_00812,paid,19,25-34,tier3,7,5,12,151.13,0,0,1,6,0.402,0.63,0.335,0.337,0.28,high,0.0001,0,Moderately Active Users
SYN_00813,trial,0,18-24,tier1,11,1,1,8.82,1,0,1,20,0.22,0.81,0.247,0.178,0.594,high,0.0018,0,Moderately Active Users
SYN_00814,churned,119,18-24,tier2,0,0,0,10.72,0,0,0,9,0.073,0.44,0.011,0.093,0.015,critical,0.9888,1,Low Activity Users
SYN_00815,inactive,51,18-24,tier1,0,0,0,13.64,0,0,0,6,0.061,0.17,0.009,0.041,0.012,critical,0.9999,1,Low Activity Users
SYN_00816,inactive,80,35-44,tier3,2,0,0,6.73,0,0,0,14,0.075,0.21,0.046,0.045,0.015,critical,0.9978,1,Low Activity Users
SYN_00817,paid,47,35-44,tier3,14,7,23,283.73,1,1,1,20,0.373,0.64,0.554,0.68,0.875,low,0.0,0,Moderately Active Users
SYN_00818,trial,0,18-24,tier1,5,2,1,61.77,0,1,0,17,0.217,0.67,0.157,0.326,0.293,high,0.3733,1,Low Activity Users
SYN_00819,trial,0,18-24,tier1,7,8,1,126.0,0,0,1,21,0.452,0.76,0.317,0.226,0.29,high,0.0001,0,Moderately Active Users
SYN_00820,trial,4,25-34,tier1,10,8,5,77.16,0,1,0,9,0.426,0.58,0.391,0.361,0.335,high,0.0,0,Moderately Active Users
SYN_00821,trial,6,25-34,tier2,2,3,0,55.32,0,0,1,9,0.475,0.9,0.151,0.208,0.295,high,0.0361,0,Moderately Active Users
SYN_00822,churned,82,18-24,tier1,1,1,0,0.0,0,0,0,23,0.085,0.22,0.045,0.044,0.017,critical,0.9975,1,Low Activity Users
SYN_00823,churned,67,18-24,tier2,0,0,0,6.59,0,0,0,6,0.193,0.37,0.029,0.077,0.039,critical,0.9976,1,Low Activity Users
SYN_00824,trial,20,18-24,tier1,11,8,0,89.54,0,0,1,23,0.42,0.84,0.376,0.213,0.284,medium,0.0,0,Moderately Active Users
SYN_00825,trial,0,35-44,tier1,6,4,1,77.98,0,1,1,17,0.233,0.79,0.206,0.358,0.497,high,0.0041,0,Moderately Active Users
SYN_00826,inactive,70,35-44,tier3,2,1,0,19.21,0,0,0,13,0.053,0.14,0.058,0.038,0.011,critical,0.9983,1,Low Activity Users
